label,message
ham,smile pleasure smile pain smile trouble pours like rain smile sum1 hurt u smile becoz someone still love see u smiling
ham,pick drop carso problem
ham,babe love cover face kiss
ham,daddy take good care
ham,time fix spelling sometimes get completely diff word go figure
ham,heygreat dealfarm tour 9am 5pm 95pax 50 deposit 16 may
ham,lmaonice 1
ham,ok wun b angry msg u aft come home tonight
ham,mostly sport typelyk footblcrckt
ham,oh really make air whats talent
ham,nt joking seriously told
spam,free message activate 500 free text message replying message word free term condition visit www07781482378com
spam,winner valued network customer selected receivea £900 prize reward claim call 09061701461 claim code kl341 valid 12 hour
ham,aight lem know whats
ham,wat uniform get
ham,waiting call sir
ham,infact happy new year seeing
ham,hey time driving fri go evaluation fri
ham,kkcongratulation
ham,mystery solved opened email he sent another batch isnt sweetie
spam,want new video phone 600 anytime network min 400 inclusive video call downloads 5 per week free deltomorrow call 08002888812 reply
ham,yes innocent fun
ham,well done luv ya
ham,sure whenever show fuck gt
ham,samus shoulder yet
ham,wont wats wit guy
ham,height confidence aeronautics professor wer calld amp wer askd 2 sit aeroplane aftr sat wer told dat plane w made student dey hurried plane bt 1 didnt move saidif made studentsthis wont even start datz confidence
ham,dont gim lip caveboy
ham,update face book status frequently
ham,lasting much 2 hour might get lucky
spam,new tone week include 1mcflyall ab 2 sara jorgeshock 3 smithswitch order follow instruction next message
ham,r e meeting tmr
ham,sure night menu know noon menu
ham,cooked rather nice salmon la
ham,4 oclock mine bash flat plan
ham,love give massage use lot baby oil fave position
ham,sure neighbor didnt pick
ham,sir hope day going smoothly really hoped wont bother bill cant settle month extra cash know challenging time also let know
ham,sorry ill call later
ham,thank god bed
ham,guy flash go call call madam take care oh
ham,twenty past five said train durham already coz reserved seat
ham,seems unnecessarily affectionate
ham,nohe joined today
ham,even friend priest call
ham,beautiful tomorrow never come come already today hunt beautiful tomorrow dont waste wonderful today goodmorning
ham,enjoy ur life good night
spam,httptms widelivecomindex wmlid820554ad0a1705572711firsttrue¡c c ringtone¡
spam,free nokia motorola upto 12mths 12price linerental 500 free xnet mins100txtmth free btooth call mobileupd8 08001950382 call 2optoutd3wv
ham,whats room number wan na make sure im knocking right door
ham,ill text creepy like wont think forgot
ham,yeah probably
ham,keep ten r shelf buy two egg
ham,alright thanks advice enjoy night ima try get sleep
ham,really hows master
ham,need buy lunch eat maggi mee
ham,spoil bed well
spam,panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt orange contract call mobileupd8 08000839402 call 2optout
ham,ure welcome caught u using broken english
spam,urgent trying contact u today draw show £800 prize guaranteed call 09050000460 land line claim j89 po box245c2150pm
ham,film ill call later
ham,u konw waht rael friendship im gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleepsweet dream
ham,damn make tonight want wait til tomorrow
ham,dont file bagi work called mei tell find anything room
ham,gr8 see message r u leaving congrats dear school wat r ur plan
ham,dont put phone silent mode ok
ham,2 sleeping bag 1 blanket paper phone detail anything else
ham,cool tyler take gon na buy drop place later tonight total order quarter got enough
spam,important customer service announcement call freephone 0800 542 0825
ham,love aathilove u lot
ham,ü neva tell noe im home da aft wat
ham,armand say get as epsilon
ham,would u fuckin believe didnt know thurs pre booked cancelled need b sacked
ham,dont knw pa drink milk
spam,want new nokia 3510i colour phone deliveredtomorrow 300 free minute mobile 100 free text free camcorder reply call 08000930705
ham,drug able eat
spam,hi 07734396839 ibh customer loyalty offer new nokia6600 mobile £10 txtauctiontxt wordstart no81151 get now4t
ham,night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay
ham,reach ur home ltgt minute
spam,great news call freefone 08006344447 claim guaranteed £1000 cash £2000 gift speak live operator
ham,u lunch alone bored
ham,board working fine issue overheating also reslove still software inst pending come around 8o clock
ham,friendship poem dear dear u r near hear dont get fear live cheer tear u r always dear gud ni8
spam,2nd time tried contact u u £400 prize 2 claim easy call 087104711148 10p per minute btnationalrate
ham,someone smoke every time ive smoked last two week calling texting wanted smoke
ham,ok
ham,movie theatre go watch unlimited movie pay
spam,please call customer service representative 0800 169 6031 10am9pm guaranteed £1000 cash £5000 prize
ham,kkthis month kotees birthday know
ham,dont thnk wrong calling u
ham,got xmas radio time get
spam,ou guaranteed latest nokia phone 40gb ipod mp3 player £500 prize txt word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18
ham,ok lor wat time ü finish
spam,u ’ bin awarded £50 play 4 instant cash call 08715203028 claim every 9th player win min £50£500 optout 08718727870
ham,shes good wondering wont say hi shes smiling coping long distance
ham,aiyar hard 2 type u later free tell call n scold n tell u
ham,yup bathe liao
ham,mind blastin tsunami occur rajnikant stopped swimming indian oceand
ham,long quit get like 5 minute day
spam,dont b floppy b snappy happy gay chat service photo upload call 08718730666 10pmin 2 stop text call 08712460324
ham,dude fakemy frnds got money thts im reffering uif u member wit mail link u vl credited ltgt r il getiing ltgt rsi draw acc wen ltgt r
ham,though shd go n fun bar town something – sound ok
spam,orange customer may claim free camera phone upgrade loyalty call 0207 153 9996 offer end 14thmarch tc apply optout availa
ham,night night see tomorrow
ham,good afternoon love go day woke early online waiting hmmm italian boy online see grin
ham,way make sure u get train worc foregate street shrub hill fun night x
ham,umma say anything
ham,happy new year melody
ham,si lor juz watched italian job
ham,hey project started aha da
ham,went attend another two round todaybut still didt reach home
spam,guaranteed latest nokia phone 40gb ipod mp3 player £500 prize txt word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18
ham,u sick still go shopping
spam,romcapspam everyone around responding well presence since warm outgoing bringing real breath sunshine
ham,okay well thanks clarification
spam,hear new divorce barbie come ken stuff
ham,shall call dear food
ham,sorry flaked last night shit seriously goin roommate tonight
ham,know hows anthony bringing money ive school fee pay rent stuff like thats need help friend need
ham,fighting world easy u either win lose bt fightng some1 close u dificult u lose u lose u win u still lose
ham,japanese proverb one u none itu must indian version one let none itleave finally kerala version one stop none make strike
spam,natalie 20f inviting friend reply yes165 no165 see wwwsmsacunatalie2k9 stop send stop frnd 62468
ham,huh hyde park mel ah opps got confused anyway tt e best choice den juz take
ham,got hella gas money want go grand nature adventure galileo little bit
ham,drive read need write
ham,cramp stopped going back sleep
ham,bought test yesterday something let know exact day u ovulatewhen get 2u 2 3wks pls pls dont fret know u r worried pls relax also anything ur past history u need tell
ham,ups 3days also shipping company take 2wks way usps take week get lag may bribe nipost get stuff
ham,sorry ill call later
ham,good day
ham,nope thats fine might nap tho
ham,friend want drive em someplace probably take
spam,thanks 4 continued support question week enter u in2 draw 4 £100 cash name new u president txt an 80082
ham,got seventeen pound seven hundred ml – hope ok
ham,see christmassy
ham,ü go buy wif meet ü later
ham,turn friend staying whole show wont back til ltgt feel free go ahead smoke ltgt worth
ham,hope good week checking
ham,regret inform u nh made mistakeu never actually bornplease report 2 yor local hospital 2b terminatedwe r sorry 4 inconvenience
ham,nvm ok
spam,chance win free bluetooth headset simply reply back adp
ham,idea guess well work hour supposed leave since usual nobody interest figuring shit last second
ham,friendship poem dear dear u r near hear dont get fear live cheer tear u r always dear gud ni8
ham,thanx 4 e brownie v nice
ham,shes find sent offline message know anjolas
ham,always make thing bigger
ham,yeah thats impression got
ham,yet chikkuk wat abt tht guy stopped irritating msging u
ham,lol ok forgiven
ham,yo im right yo work
ham,pls wont belive godnot jesus
ham,make girl happy difficult make girl happy u need 1 friend 2 companion 3 lover 4 chef ltgt good listener ltgt organizer ltgt good boyfriend ltgt clean ltgt sympathetic ltgt athletic ltgt warm ltgt courageous ltgt determined ltgt true ltgt dependable ltgt intelligent ltgt psychologist ltgt pest exterminator ltgt psychiatrist ltgt healer ltgt stylist ltgt driver aaniye pudunga venaam
spam,urgent important information 02 user today lucky day 2 find log onto httpwwwurawinnercom fantastic surprise awaiting
ham,tell happen dont behave like ok need say
ham,taking italian food pretty dress panty
ham,oh send address
ham,yep fine 730 830 ice age
spam,dorothykiefercom bank granite issue strongbuy explosive pick member 300 nasdaq symbol cdgt 500 per
spam,3 free tarot text find love life try 3 free text chance 85555 16 3 free msg £150
ham,kkhow business
ham,mah b ill pick tomorrow
ham,could work well reach consensus next meeting
ham,eat shit wait ur monkey face bitch u asshole
ham,guai ü shd haf seen he naughty ü free today go jogging
ham,probably wont eat today think im gon na pop weekend u miss
ham,cant keep going never intention run choose rather keep room clean dont say visitor maybe thats best choice yes wanted embarassed maybe youd feel feel friend want drop buy say happened morning ive tried everything dont know else
ham,cheer message zogtorius ive staring phone age deciding whether text
ham,come tomorrow di
ham,okay lor wah like def wont let u go haha say term condition
